Epithelial sample ID,Study ID,Haematological sample ID,Study ID,Neurological sample ID,Study ID,Sarcoma Sample ID,Study ID,Matched Normal sample ID,Study ID
TCGA-EW-A2FV-01A,BRCA,TARGET-10-PARNSH-03A,ALL,TCGA-P5-A5EX-01A,LGG,,,,
TCGA-A2-A0YF-01A,BRCA,TARGET-10-PASTLM-03B,ALL,TCGA-HT-7607-01A,LGG,,,,
TCGA-E2-A14R-01A,BRCA,TARGET-10-PARJLA-09B,ALL,,,,,,
TCGA-BH-A208-01A,BRCA,TARGET-10-PASXFY-09B,ALL,,,,,,
TCGA-AR-A0U3-01A,BRCA,TARGET-10-PARLEK-03A,ALL,,,,,,
TCGA-E9-A1R2-01A,BRCA,TARGET-10-PAMXSP-09A,ALL,,,,,,
TCGA-E2-A2P6-01A,BRCA,TARGET-10-PARUGP-09A,ALL,,,,,,
TCGA-D8-A1J8-01A,BRCA,TARGET-10-PAPJXI-09A,ALL,,,,,,
TCGA-BH-A1FR-01A,BRCA,TARGET-10-PANZPJ-09A,ALL,,,,,,
TCGA-D8-A1XM-01A,BRCA,TARGET-10-PARVWD-09A,ALL,,,,,,
TCGA-AR-A255-01A,BRCA,TARGET-10-PARACA-09A,ALL,,,,,,
TCGA-AO-A126-01A,BRCA,TARGET-10-PAPBFN-09A,ALL,,,,,,
TCGA-A7-A4SC-01A,BRCA,TARGET-10-PAPNFY-03A,ALL,,,,,,
TCGA-A8-A09C-01A,BRCA,TARGET-10-PAPRMM-09B,ALL,,,,,,
TCGA-A2-A0CV-01A,BRCA,TARGET-10-PARPZJ-03A,ALL,,,,,,
TCGA-BH-A0BG-01A,BRCA,TARGET-10-PARSLL-09B,ALL,,,,,,
TCGA-D8-A142-01A,BRCA,TARGET-10-PARUAT-09B,ALL,,,,,,
TCGA-D8-A1Y1-01A,BRCA,TARGET-10-PANSBK-03B,ALL,,,,,,
TCGA-A8-A08G-01A,BRCA,TARGET-10-PASIZE-09B,ALL,,,,,,
TCGA-EW-A1IX-01A,BRCA,TARGET-10-PAPNMY-09A,ALL,,,,,,
TCGA-BH-A1FN-01A,BRCA,TARGET-10-PATEVE-09B,ALL,,,,,,
TCGA-BH-A0BZ-01A,BRCA,TARGET-10-PANCVR-03A,ALL,,,,,,
TCGA-E2-A14X-01A,BRCA,TARGET-10-PANWFB-09A,ALL,,,,,,
TCGA-A8-A07F-01A,BRCA,TARGET-10-PARPNM-09A,ALL,,,,,,
TCGA-AC-A3TN-01A,BRCA,TARGET-10-PARBRK-09A,ALL,,,,,,
TCGA-B6-A0WZ-01A,BRCA,TARGET-10-PANSXG-09A,ALL,,,,,,
TCGA-AO-A12H-01A,BRCA,TARGET-10-PAPLTZ-09A,ALL,,,,,,
TCGA-B6-A0IG-01A,BRCA,TARGET-10-PAPDUF-09A,ALL,,,,,,
TCGA-BH-A0H5-01A,BRCA,TARGET-10-PANRAL-03A,ALL,,,,,,
TCGA-AR-A24U-01A,BRCA,TARGET-10-PAPTLM-09A,ALL,,,,,,
TCGA-OL-A5D7-01A,BRCA,TARGET-10-PARWVN-03A,ALL,,,,,,
TCGA-BH-A1F2-01A,BRCA,TARGET-10-PASUBW-09A,ALL,,,,,,
TCGA-D8-A13Y-01A,BRCA,TARGET-10-PANSPW-09A,ALL,,,,,,
TCGA-AO-A0J4-01A,BRCA,TARGET-10-PAPTAT-09B,ALL,,,,,,
TCGA-AR-A250-01A,BRCA,TARGET-10-PARSGC-03A,ALL,,,,,,
TCGA-B6-A1KC-01A,BRCA,BLGSP-71-06-00011-01B,BLGSP,,,,,,
TCGA-S3-AA17-01A,BRCA,BLGSP-71-06-00253-01A,BLGSP,,,,,,
TCGA-B6-A0IK-01A,BRCA,BLGSP-71-27-00509-01A,BLGSP,,,,,,
TCGA-E9-A227-01A,BRCA,BLGSP-71-08-00041-01A,BLGSP,,,,,,
TCGA-OK-A5Q2-01A,BRCA,BLGSP-71-08-00199-01A,BLGSP,,,,,,
TCGA-BH-A1FE-01A,BRCA,BLGSP-71-06-00158-01A,BLGSP,,,,,,
TCGA-A2-A04U-01A,BRCA,BLGSP-71-08-00432-01B,BLGSP,,,,,,
TCGA-AC-A2FG-01A,BRCA,BLGSP-71-06-00160-01A,BLGSP,,,,,,
TCGA-AN-A0FD-01A,BRCA,BLGSP-71-06-00154-01A,BLGSP,,,,,,
TCGA-AO-A129-01A,BRCA,BLGSP-71-23-00440-01A,BLGSP,,,,,,
TCGA-BH-A0H9-01A,BRCA,BLGSP-71-08-00059-01A,BLGSP,,,,,,
TCGA-D8-A1JE-01A,BRCA,BLGSP-71-08-00021-01A,BLGSP,,,,,,
TCGA-B6-A2IU-01A,BRCA,BLGSP-71-27-00425-01A,BLGSP,,,,,,
TCGA-EW-A2FW-01A,BRCA,BLGSP-71-08-00210-01A,BLGSP,,,,,,
TCGA-E2-A14V-01A,BRCA,BLGSP-71-23-00456-01A,BLGSP,,,,,,
TCGA-E2-A15T-01A,BRCA,BLGSP-71-08-00043-01A,BLGSP,,,,,,
TCGA-BH-A0HK-01A,BRCA,BLGSP-71-06-00254-01A,BLGSP,,,,,,
TCGA-C8-A12M-01A,BRCA,BLGSP-71-06-00098-01A,BLGSP,,,,,,
TCGA-C8-A132-01A,BRCA,BLGSP-71-06-00160-01B,BLGSP,,,,,,
TCGA-A8-A09I-01A,BRCA,BLGSP-71-19-00111-01A,BLGSP,,,,,,
TCGA-BH-A0B0-01A,BRCA,BLGSP-71-19-00127-04A.1,BLGSP,,,,,,
TCGA-A8-A09M-01A,BRCA,BLGSP-71-06-00157-01A,BLGSP,,,,,,
TCGA-AQ-A0Y5-01A,BRCA,BLGSP-71-06-00169-01B,BLGSP,,,,,,
TCGA-E2-A576-01A,BRCA,BLGSP-71-23-00409-01A,BLGSP,,,,,,
TCGA-AQ-A54O-01A,BRCA,BLGSP-71-08-00053-01A,BLGSP,,,,,,
TCGA-E2-A573-01A,BRCA,BLGSP-71-08-00030-01A,BLGSP,,,,,,
TCGA-E9-A1R7-01A,BRCA,BLGSP-71-19-00133-09A.1,BLGSP,,,,,,
TCGA-PE-A5DE-01A,BRCA,BLGSP-71-08-00219-01A,BLGSP,,,,,,
TCGA-E2-A3DX-01A,BRCA,BLGSP-71-06-00086-01B,BLGSP,,,,,,
TCGA-EW-A1P7-01A,BRCA,BLGSP-71-23-00401-01A,BLGSP,,,,,,
TCGA-B6-A40C-01A,BRCA,BLGSP-71-08-00033-01A,BLGSP,,,,,,
TCGA-OL-A5RU-01A,BRCA,BLGSP-71-06-00001-01A,BLGSP,,,,,,
TCGA-AO-A03M-01B,BRCA,BLGSP-71-26-00398-01A,BLGSP,,,,,,
TCGA-A7-A0DC-01A,BRCA,BLGSP-71-06-00071-01B,BLGSP,,,,,,
TCGA-A1-A0SE-01A,BRCA,BLGSP-71-06-00167-01A,BLGSP,,,,,,
TCGA-AQ-A54N-01A,BRCA,BLGSP-71-06-00251-01C,BLGSP,,,,,,
TCGA-BH-A1F5-01A,BRCA,BLGSP-71-19-00118-09A,BLGSP,,,,,,
TCGA-A7-A5ZW-01A,BRCA,BLGSP-71-06-00289-01A,BLGSP,,,,,,
TCGA-A2-A1FZ-01A,BRCA,BLGSP-71-23-00468-01A,BLGSP,,,,,,
TCGA-A8-A096-01A,BRCA,BLGSP-71-06-00015-01B,BLGSP,,,,,,
TCGA-D8-A1XJ-01A,BRCA,BLGSP-71-08-00036-01B,BLGSP,,,,,,
TCGA-B6-A0WW-01A,BRCA,BLGSP-71-06-00162-01A,BLGSP,,,,,,
TCGA-E9-A243-01A,BRCA,BLGSP-71-06-00078-01B,BLGSP,,,,,,
TCGA-GM-A2DN-01A,BRCA,BLGSP-71-08-00034-01A,BLGSP,,,,,,
TCGA-B6-A0WT-01A,BRCA,BLGSP-71-06-00149-01B,BLGSP,,,,,,
TCGA-BH-A1EX-01A,BRCA,BLGSP-71-06-00145-01A,BLGSP,,,,,,
TCGA-PL-A8LV-01A,BRCA,BLGSP-71-06-00094-01A,BLGSP,,,,,,
TCGA-AC-A3YI-01A,BRCA,BLGSP-71-08-00207-01A,BLGSP,,,,,,
TCGA-BH-A0BF-01A,BRCA,BLGSP-71-06-00142-01B,BLGSP,,,,,,
TCGA-AR-A0U2-01A,BRCA,BLGSP-71-08-00204-01A,BLGSP,,,,,,
TCGA-A8-A08H-01A,BRCA,BLGSP-71-06-00137-01A,BLGSP,,,,,,
TCGA-B6-A0RG-01A,BRCA,BLGSP-71-08-00035-01A,BLGSP,,,,,,
TCGA-AN-A04C-01A,BRCA,BLGSP-71-06-00252-01A,BLGSP,,,,,,
TCGA-AN-A0XT-01A,BRCA,BLGSP-71-08-00191-01A,BLGSP,,,,,,
TCGA-B6-A0X5-01A,BRCA,BLGSP-71-22-00334-01A,BLGSP,,,,,,
TCGA-BH-A0HL-01A,BRCA,BLGSP-71-06-00143-01A,BLGSP,,,,,,
TCGA-B6-A0X7-01A,BRCA,BLGSP-71-06-00164-01C,BLGSP,,,,,,
TCGA-AC-A3QP-01A,BRCA,BLGSP-71-06-00088-01A,BLGSP,,,,,,
TCGA-GM-A2D9-01A,BRCA,BLGSP-71-06-00012-01A,BLGSP,,,,,,
TCGA-AC-A8OP-01A,BRCA,BLGSP-71-08-00023-01A,BLGSP,,,,,,
TCGA-EW-A1PD-01A,BRCA,BLGSP-71-06-00342-01A,BLGSP,,,,,,
TCGA-BH-A0B5-01A,BRCA,BLGSP-71-27-00512-01A,BLGSP,,,,,,
TCGA-A1-A0SN-01A,BRCA,BLGSP-71-19-00108-01A,BLGSP,,,,,,
TCGA-B6-A0IB-01A,BRCA,BLGSP-71-08-00205-01A,BLGSP,,,,,,
TCGA-E9-A22G-01A,BRCA,BLGSP-71-06-00074-01B,BLGSP,,,,,,
TCGA-OL-A5RZ-01A,BRCA,BLGSP-71-08-00038-01A,BLGSP,,,,,,
TCGA-BH-A1FC-01A,BRCA,BLGSP-71-08-00048-01A,BLGSP,,,,,,
TCGA-AC-A2FM-01A,BRCA,BLGSP-71-06-00081-01E,BLGSP,,,,,,
TCGA-AR-A1AL-01A,BRCA,BLGSP-71-19-00123-09A.1,BLGSP,,,,,,
TCGA-A8-A06U-01A,BRCA,BLGSP-71-27-00513-01A,BLGSP,,,,,,
TCGA-B6-A0RQ-01A,BRCA,BLGSP-71-06-00076-01A,BLGSP,,,,,,
TCGA-AR-A0TV-01A,BRCA,BLGSP-71-08-00194-01A,BLGSP,,,,,,
TCGA-A7-A26J-01A,BRCA,BLGSP-71-06-00340-01A,BLGSP,,,,,,
TCGA-E2-A1IK-01A,BRCA,BLGSP-71-06-00020-01B,BLGSP,,,,,,
TCGA-GI-A2C9-01A,BRCA,BLGSP-71-23-00370-01A,BLGSP,,,,,,
TCGA-A2-A3XX-01A,BRCA,BLGSP-71-06-00019-01B,BLGSP,,,,,,
TCGA-BH-A0DZ-01A,BRCA,BLGSP-71-06-00075-01C,BLGSP,,,,,,
TCGA-A8-A0A1-01A,BRCA,BLGSP-71-06-00084-01B,BLGSP,,,,,,
TCGA-A8-A07P-01A,BRCA,BLGSP-71-06-00005-01A,BLGSP,,,,,,
TCGA-AN-A0XV-01A,BRCA,BLGSP-71-06-00142-01A,BLGSP,,,,,,
TCGA-C8-A130-01A,BRCA,BLGSP-71-19-00105-01A,BLGSP,,,,,,
TCGA-AO-A0JA-01A,BRCA,BLGSP-71-06-00020-01A,BLGSP,,,,,,
TCGA-S3-AA10-01A,BRCA,BLGSP-71-06-00087-01A,BLGSP,,,,,,
TCGA-A8-A08X-01A,BRCA,BLGSP-71-23-00452-01A,BLGSP,,,,,,
TCGA-AR-A2LK-01A,BRCA,BLGSP-71-19-00104-01A,BLGSP,,,,,,
TCGA-AC-A2FO-01A,BRCA,BLGSP-71-27-00411-01A,BLGSP,,,,,,
TCGA-LL-A5YL-01A,BRCA,BLGSP-71-08-00200-01A,BLGSP,,,,,,
TCGA-S3-AA12-01A,BRCA,BLGSP-71-06-00165-01A,BLGSP,,,,,,
TCGA-LL-A7SZ-01A,BRCA,BLGSP-71-06-00004-01A,BLGSP,,,,,,
TCGA-AC-A5EH-01A,BRCA,BLGSP-71-23-00591-01A,BLGSP,,,,,,
TCGA-A2-A1FV-01A,BRCA,BLGSP-71-32-00691-01A,BLGSP,,,,,,
TCGA-D8-A3Z5-01A,BRCA,BLGSP-71-23-00406-01A,BLGSP,,,,,,
TCGA-GM-A2DO-01A,BRCA,BLGSP-71-06-00089-01B,BLGSP,,,,,,
TCGA-E9-A1R5-01A,BRCA,BLGSP-71-32-00694-01A,BLGSP,,,,,,
TCGA-A1-A0SJ-01A,BRCA,BLGSP-71-06-00019-01A,BLGSP,,,,,,
TCGA-A8-A0A9-01A,BRCA,BLGSP-71-06-00169-01A,BLGSP,,,,,,
TCGA-AN-A0AK-01A,BRCA,BLGSP-71-08-00026-01B,BLGSP,,,,,,
TCGA-D8-A1X5-01A,BRCA,BLGSP-71-06-00002-01C,BLGSP,,,,,,
TCGA-A8-A07O-01A,BRCA,BLGSP-71-19-00522-09A,BLGSP,,,,,,
TCGA-AO-A0JC-01A,BRCA,BLGSP-71-22-00337-01A,BLGSP,,,,,,
TCGA-C8-A138-01A,BRCA,BLGSP-71-06-00008-01A,BLGSP,,,,,,
TCGA-B6-A0RS-01A,BRCA,BLGSP-71-32-00693-01A,BLGSP,,,,,,
TCGA-A7-A56D-01A,BRCA,BLGSP-71-08-00036-01A,BLGSP,,,,,,
TCGA-BH-A0HY-01A,BRCA,BLGSP-71-06-00292-01A,BLGSP,,,,,,
TCGA-A7-A4SA-01A,BRCA,BLGSP-71-06-00155-01A,BLGSP,,,,,,
TCGA-E2-A1BD-01A,BRCA,BLGSP-71-06-00163-01A,BLGSP,,,,,,
TCGA-AC-A6NO-01A,BRCA,BLGSP-71-06-00162-01B,BLGSP,,,,,,
TCGA-AC-A2BM-01A,BRCA,BLGSP-71-06-00255-01B,BLGSP,,,,,,
TCGA-AO-A12D-01A,BRCA,BLGSP-71-06-00159-01A,BLGSP,,,,,,
TCGA-A2-A0SX-01A,BRCA,BLGSP-71-06-00005-01B,BLGSP,,,,,,
TCGA-A8-A09Z-01A,BRCA,BLGSP-71-08-00028-01A,BLGSP,,,,,,
TCGA-E2-A14N-01A,BRCA,BLGSP-71-19-00121-01A,BLGSP,,,,,,
TCGA-EW-A6SC-01A,BRCA,BLGSP-71-27-00420-01A,BLGSP,,,,,,
TCGA-AC-A7VB-01A,BRCA,BLGSP-71-23-00437-01A,BLGSP,,,,,,
TCGA-A8-A08O-01A,BRCA,BLGSP-71-08-00056-01A,BLGSP,,,,,,
TCGA-A2-A4RW-01A,BRCA,BLGSP-71-06-00086-01A,BLGSP,,,,,,
TCGA-AN-A0FV-01A,BRCA,BLGSP-71-23-00433-01A,BLGSP,,,,,,
TCGA-E2-A156-01A,BRCA,BLGSP-71-27-00428-01A,BLGSP,,,,,,
TCGA-AR-A1AM-01A,BRCA,BLGSP-71-08-00039-01A,BLGSP,,,,,,
TCGA-A7-A26I-01A,BRCA,BLGSP-71-06-00075-01B,BLGSP,,,,,,
TCGA-C8-A1HF-01A,BRCA,BLGSP-71-06-00095-01B,BLGSP,,,,,,
TCGA-GM-A3XN-01A,BRCA,BLGSP-71-08-00197-01A,BLGSP,,,,,,
TCGA-A2-A0CS-01A,BRCA,BLGSP-71-17-00359-01A,BLGSP,,,,,,
TCGA-BH-A0DE-01A,BRCA,BLGSP-71-06-00098-01B,BLGSP,,,,,,
TCGA-D8-A1XQ-01A,BRCA,BLGSP-71-17-00356-01A,BLGSP,,,,,,
TCGA-EW-A1IY-01A,BRCA,BLGSP-71-06-00084-01A,BLGSP,,,,,,
TCGA-AN-A041-01A,BRCA,BLGSP-71-23-00367-01A,BLGSP,,,,,,
TCGA-AO-A1KS-01A,BRCA,BLGSP-71-32-00701-01A,BLGSP,,,,,,
TCGA-A8-A094-01A,BRCA,BLGSP-71-32-00695-01A,BLGSP,,,,,,
TCGA-BH-A0BL-01A,BRCA,BLGSP-71-23-00436-01A,BLGSP,,,,,,
TCGA-E9-A22E-01A,BRCA,BLGSP-71-19-00128-09A.1,BLGSP,,,,,,
TCGA-BH-A0B3-01A,BRCA,BLGSP-71-23-00454-01A,BLGSP,,,,,,
TCGA-D8-A1XU-01A,BRCA,BLGSP-71-23-00470-01A,BLGSP,,,,,,
TCGA-BH-A8FZ-01A,BRCA,BLGSP-71-06-00007-01A,BLGSP,,,,,,
TCGA-OL-A6VO-01A,BRCA,BLGSP-71-06-00089-01A,BLGSP,,,,,,
TCGA-E2-A14O-01A,BRCA,BLGSP-71-06-00171-01A,BLGSP,,,,,,
TCGA-AO-A124-01A,BRCA,BLGSP-71-23-00448-01A,BLGSP,,,,,,
TCGA-BH-A0H7-01A,BRCA,BLGSP-71-23-00410-01B,BLGSP,,,,,,
TCGA-AC-A3QQ-01A,BRCA,BLGSP-71-22-00335-01A,BLGSP,,,,,,
TCGA-AR-A24R-01A,BRCA,BLGSP-71-06-00093-01B,BLGSP,,,,,,
TCGA-AC-A6IV-01A,BRCA,BLGSP-71-06-00090-01A,BLGSP,,,,,,
TCGA-C8-A12T-01A,BRCA,BLGSP-71-19-00126-09A,BLGSP,,,,,,
TCGA-OL-A5S0-01A,BRCA,BLGSP-71-06-00007-01B,BLGSP,,,,,,
TCGA-E2-A15C-01A,BRCA,BLGSP-71-08-00035-01B,BLGSP,,,,,,
TCGA-A8-A07S-01A,BRCA,BLGSP-71-17-00235-01B,BLGSP,,,,,,
TCGA-E2-A1LA-01A,BRCA,BLGSP-71-06-00078-01A,BLGSP,,,,,,
TCGA-B6-A0IC-01A,BRCA,BLGSP-71-19-00125-09A,BLGSP,,,,,,
TCGA-LD-A9QF-01A,BRCA,BLGSP-71-06-00016-01B,BLGSP,,,,,,
TCGA-EW-A6S9-01A,BRCA,BLGSP-71-06-00143-01B,BLGSP,,,,,,
TCGA-OL-A6VR-01A,BRCA,BLGSP-71-19-00129-01A,BLGSP,,,,,,
TCGA-D8-A1JT-01A,BRCA,BLGSP-71-08-00040-01A,BLGSP,,,,,,
TCGA-C8-A1HJ-01A,BRCA,BLGSP-71-32-00698-01B,BLGSP,,,,,,
TCGA-BH-A0BV-01A,BRCA,BLGSP-71-06-00013-01B,BLGSP,,,,,,
TCGA-BH-A0B6-01A,BRCA,BLGSP-71-19-00107-01A,BLGSP,,,,,,
TCGA-A2-A3XU-01A,BRCA,BLGSP-71-06-00085-01A,BLGSP,,,,,,
TCGA-AN-A0AS-01A,BRCA,BLGSP-71-23-00445-01A,BLGSP,,,,,,
TCGA-LL-A8F5-01A,BRCA,BLGSP-71-06-00170-01A,BLGSP,,,,,,
TCGA-E9-A22H-01A,BRCA,BLGSP-71-06-00008-01B,BLGSP,,,,,,
TCGA-AN-A049-01A,BRCA,BLGSP-71-23-00405-01A,BLGSP,,,,,,
TCGA-A7-A3J1-01A,BRCA,BLGSP-71-26-00396-01A,BLGSP,,,,,,
TCGA-A1-A0SG-01A,BRCA,BLGSP-71-06-00002-01D,BLGSP,,,,,,
TCGA-B6-A0RE-01A,BRCA,BLGSP-71-08-00206-01A,BLGSP,,,,,,
TCGA-A2-A0ST-01A,BRCA,BLGSP-71-06-00072-01A,BLGSP,,,,,,
TCGA-D8-A1XD-01A,BRCA,BLGSP-71-08-00041-01B,BLGSP,,,,,,
TCGA-E2-A1B6-01A,BRCA,BLGSP-71-06-00001-01B,BLGSP,,,,,,
TCGA-A8-A086-01A,BRCA,BLGSP-71-19-00113-01A,BLGSP,,,,,,
TCGA-BH-A0B7-01A,BRCA,BLGSP-71-06-00087-01B,BLGSP,,,,,,
TCGA-BH-A0HN-01A,BRCA,BLGSP-71-22-00332-01A,BLGSP,,,,,,
TCGA-D8-A1J9-01A,BRCA,BLGSP-71-06-00174-01A,BLGSP,,,,,,
TCGA-E2-A10A-01A,BRCA,BLGSP-71-23-00481-01A,BLGSP,,,,,,
TCGA-B6-A0WX-01A,BRCA,BLGSP-71-06-00015-01A,BLGSP,,,,,,
TCGA-AO-A0JE-01A,BRCA,BLGSP-71-06-00149-01A,BLGSP,,,,,,
TCGA-AR-A0TZ-01A,BRCA,BLGSP-71-06-00285-01A,BLGSP,,,,,,
TCGA-AO-A12E-01A,BRCA,BLGSP-71-08-00029-01A,BLGSP,,,,,,
TCGA-D8-A27G-01A,BRCA,BLGSP-71-23-00408-01A,BLGSP,,,,,,
TCGA-BH-A0DO-01B,BRCA,BLGSP-71-06-00178-01A,BLGSP,,,,,,
TCGA-E2-A109-01A,BRCA,BLGSP-71-06-00177-01A,BLGSP,,,,,,
TCGA-A2-A3XW-01A,BRCA,BLGSP-71-06-00190-01B,BLGSP,,,,,,
TCGA-D8-A1XW-01A,BRCA,BLGSP-71-08-00217-01A,BLGSP,,,,,,
TCGA-UL-AAZ6-01A,BRCA,BLGSP-71-06-00156-01A,BLGSP,,,,,,
TCGA-BH-A0DD-01A,BRCA,BLGSP-71-23-00474-01A,BLGSP,,,,,,
TCGA-AO-A1KT-01A,BRCA,BLGSP-71-06-00012-01B,BLGSP,,,,,,
TCGA-A7-A0CD-01A,BRCA,BLGSP-71-06-00281-01A,BLGSP,,,,,,
TCGA-A8-A092-01A,BRCA,BLGSP-71-32-00697-01A,BLGSP,,,,,,
TCGA-A8-A07E-01A,BRCA,BLGSP-71-19-00116-01A,BLGSP,,,,,,
TCGA-AO-A0JM-01A,BRCA,BLGSP-71-06-00090-01B,BLGSP,,,,,,
TCGA-V7-A7HQ-01A,BRCA,BLGSP-71-06-00097-01A,BLGSP,,,,,,
TCGA-A2-A3XY-01A,BRCA,BLGSP-71-06-00148-01A,BLGSP,,,,,,
TCGA-C8-A12V-01A,BRCA,,,,,,,,
TCGA-A8-A085-01A,BRCA,,,,,,,,
TCGA-E9-A226-01A,BRCA,,,,,,,,
TCGA-A2-A25B-01A,BRCA,,,,,,,,
TCGA-LL-A6FP-01A,BRCA,,,,,,,,
TCGA-E9-A1N3-01A,BRCA,,,,,,,,
TCGA-EW-A1J2-01A,BRCA,,,,,,,,
TCGA-A7-A4SE-01A,BRCA,,,,,,,,
TCGA-A8-A07B-01A,BRCA,,,,,,,,
TCGA-A8-A09X-01A,BRCA,,,,,,,,
TCGA-AR-A24H-01A,BRCA,,,,,,,,
TCGA-E2-A1LG-01A,BRCA,,,,,,,,
TCGA-C8-A137-01A,BRCA,,,,,,,,
TCGA-AN-A0FX-01A,BRCA,,,,,,,,
TCGA-AC-A23E-01A,BRCA,,,,,,,,
TCGA-A8-A0AB-01A,BRCA,,,,,,,,
TCGA-AC-A23H-01A,BRCA,,,,,,,,
TCGA-C8-A26Z-01A,BRCA,,,,,,,,
TCGA-BH-A18N-01A,BRCA,,,,,,,,
TCGA-A8-A079-01A,BRCA,,,,,,,,
TCGA-EW-A1PC-01B,BRCA,,,,,,,,
TCGA-AC-A2FF-01A,BRCA,,,,,,,,
TCGA-BH-A0HU-01A,BRCA,,,,,,,,
TCGA-EW-A1J6-01A,BRCA,,,,,,,,
TCGA-B6-A0RV-01A,BRCA,,,,,,,,
TCGA-A2-A0ER-01A,BRCA,,,,,,,,
TCGA-AN-A0FZ-01A,BRCA,,,,,,,,
TCGA-OL-A66K-01A,BRCA,,,,,,,,
TCGA-A2-A0SY-01A,BRCA,,,,,,,,
TCGA-AR-A2LM-01A,BRCA,,,,,,,,
TCGA-A8-A07W-01A,BRCA,,,,,,,,
TCGA-AR-A0TT-01A,BRCA,,,,,,,,
TCGA-AC-A3QQ-01B,BRCA,,,,,,,,
TCGA-BH-A202-01A,BRCA,,,,,,,,
TCGA-EW-A1OV-01A,BRCA,,,,,,,,
TCGA-BH-A1FL-01A,BRCA,,,,,,,,
TCGA-E2-A1LK-01A,BRCA,,,,,,,,
TCGA-AR-A1AQ-01A,BRCA,,,,,,,,
TCGA-E2-A14Q-01A,BRCA,,,,,,,,
TCGA-BH-A0BA-01A,BRCA,,,,,,,,
TCGA-A1-A0SI-01A,BRCA,,,,,,,,
TCGA-OL-A66O-01A,BRCA,,,,,,,,
TCGA-A2-A04V-01A,BRCA,,,,,,,,
TCGA-E2-A154-01A,BRCA,,,,,,,,
TCGA-AR-A0TX-01A,BRCA,,,,,,,,
TCGA-4H-AAAK-01A,BRCA,,,,,,,,
TCGA-B6-A0X4-01A,BRCA,,,,,,,,
TCGA-BH-A0RX-01A,BRCA,,,,,,,,
TCGA-AO-A0JD-01A,BRCA,,,,,,,,
TCGA-D8-A1XL-01A,BRCA,,,,,,,,
TCGA-A2-A0D0-01A,BRCA,,,,,,,,
TCGA-AR-A252-01A,BRCA,,,,,,,,
TCGA-E2-A15F-01A,BRCA,,,,,,,,
TCGA-3C-AALK-01A,BRCA,,,,,,,,
TCGA-BH-A0BO-01A,BRCA,,,,,,,,
TCGA-AR-A0TY-01A,BRCA,,,,,,,,
TCGA-C8-A12Y-01A,BRCA,,,,,,,,
TCGA-E2-A574-01A,BRCA,,,,,,,,
TCGA-LL-A6FQ-01A,BRCA,,,,,,,,
TCGA-AQ-A1H3-01A,BRCA,,,,,,,,
TCGA-AR-A251-01A,BRCA,,,,,,,,
TCGA-GM-A2DI-01A,BRCA,,,,,,,,
TCGA-EW-A1P3-01A,BRCA,,,,,,,,
TCGA-A2-A25D-01A,BRCA,,,,,,,,
TCGA-EW-A1J3-01A,BRCA,,,,,,,,
TCGA-OL-A5D6-01A,BRCA,,,,,,,,
TCGA-AC-A5XU-01A,BRCA,,,,,,,,
TCGA-A2-A0T4-01A,BRCA,,,,,,,,
TCGA-B6-A40B-01A,BRCA,,,,,,,,
TCGA-BH-A0HW-01A,BRCA,,,,,,,,
TCGA-AC-A3W7-01A,BRCA,,,,,,,,
TCGA-LL-A6FR-01A,BRCA,,,,,,,,
TCGA-D8-A1XZ-01A,BRCA,,,,,,,,
TCGA-B6-A400-01A,BRCA,,,,,,,,
TCGA-D8-A1JI-01A,BRCA,,,,,,,,
TCGA-A8-A0A7-01A,BRCA,,,,,,,,
TCGA-AQ-A04J-01A,BRCA,,,,,,,,
TCGA-BH-A0GY-01A,BRCA,,,,,,,,
TCGA-AO-A128-01A,BRCA,,,,,,,,
TCGA-BH-A0DP-01A,BRCA,,,,,,,,
TCGA-E2-A15L-01A,BRCA,,,,,,,,
TCGA-B6-A0WS-01A,BRCA,,,,,,,,
TCGA-BH-A0E0-01A,BRCA,,,,,,,,
TCGA-BH-A5J0-01A,BRCA,,,,,,,,
TCGA-A2-A3XT-01A,BRCA,,,,,,,,
TCGA-D8-A1X6-01A,BRCA,,,,,,,,
TCGA-C8-A12Z-01A,BRCA,,,,,,,,
TCGA-B6-A0IJ-01A,BRCA,,,,,,,,
TCGA-BH-A0HF-01A,BRCA,,,,,,,,
TCGA-BH-A18M-01A,BRCA,,,,,,,,
TCGA-BH-A0AY-01A,BRCA,,,,,,,,
TCGA-D8-A1XF-01A,BRCA,,,,,,,,
TCGA-BH-A18J-01A,BRCA,,,,,,,,
TCGA-A7-A4SB-01A,BRCA,,,,,,,,
TCGA-D8-A1JF-01A,BRCA,,,,,,,,
TCGA-A8-A09D-01A,BRCA,,,,,,,,
TCGA-EW-A2FR-01A,BRCA,,,,,,,,
TCGA-E2-A106-01A,BRCA,,,,,,,,
TCGA-BH-A28Q-01A,BRCA,,,,,,,,
TCGA-A2-A0CM-01A,BRCA,,,,,,,,
TCGA-A8-A082-01A,BRCA,,,,,,,,
TCGA-A8-A099-01A,BRCA,,,,,,,,
TCGA-D8-A1XB-01A,BRCA,,,,,,,,
TCGA-LL-A50Y-01A,BRCA,,,,,,,,
TCGA-A8-A06T-01A,BRCA,,,,,,,,
TCGA-C8-A135-01A,BRCA,,,,,,,,
TCGA-BH-A0C0-01A,BRCA,,,,,,,,
